"gender,age,income,goal,dec,attr,sinc,intel,fun,amb,shar,like,prob,met"
"0,22.0,54620.0,1.0,0,4.0,8.0,7.0,4.0,5.0,4.0,5.0,5.0,2.0"
"0,22.0,54620.0,1.0,1,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,2.0"
"0,22.0,54620.0,1.0,0,5.0,7.0,8.0,5.0,9.0,5.0,5.0,7.0,2.0"
"0,22.0,54620.0,1.0,1,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,2.0"
"0,22.0,54620.0,1.0,1,8.0,6.0,7.0,7.0,8.0,6.0,7.0,5.0,2.0"
"0,26.0,48652.0,2.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0"
"0,26.0,48652.0,2.0,1,9.0,9.0,8.0,10.0,8.0,8.0,9.0,10.0,2.0"
"1,22.0,29237.0,1.0,0,7.0,8.0,10.0,7.0,7.0,5.0,8.0,4.0,2.0"
"1,22.0,29237.0,1.0,0,7.0,6.0,10.0,6.0,6.0,5.0,8.0,4.0,2.0"
"1,22.0,29237.0,1.0,0,6.0,7.0,10.0,6.0,6.0,5.0,7.0,3.0,2.0"
"1,22.0,29237.0,1.0,0,6.0,5.0,10.0,6.0,6.0,5.0,6.0,3.0,1.0"
"1,22.0,29237.0,1.0,0,6.0,7.0,10.0,7.0,6.0,5.0,7.0,4.0,1.0"
"1,22.0,29237.0,1.0,0,6.0,8.0,10.0,6.0,7.0,6.0,7.0,4.0,2.0"
"1,22.0,29237.0,1.0,1,7.0,9.0,10.0,6.0,6.0,5.0,8.0,4.0,1.0"
"1,22.0,29237.0,1.0,1,8.0,8.0,10.0,7.0,6.0,5.0,9.0,4.0,2.0"
"1,22.0,29237.0,1.0,1,8.0,8.0,10.0,7.0,6.0,5.0,8.0,4.0,2.0"
"1,22.0,29237.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0"
"1,23.0,56580.0,2.0,1,7.0,8.0,9.0,8.0,9.0,8.0,7.0,7.0,2.0"
"1,23.0,56580.0,2.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,2.0"
"1,23.0,56580.0,2.0,1,7.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,2.0"
"1,23.0,56580.0,2.0,1,7.0,7.0,7.0,9.0,9.0,9.0,8.0,10.0,1.0"
"1,23.0,56580.0,2.0,1,6.0,8.0,6.0,8.0,10.0,10.0,7.0,7.0,1.0"
"1,23.0,56580.0,2.0,1,6.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0,2.0"
"1,23.0,56580.0,2.0,1,8.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,1.0"
"1,23.0,56580.0,2.0,1,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,2.0"
"1,23.0,56580.0,2.0,1,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,2.0"
"1,23.0,56580.0,2.0,1,7.0,8.0,7.0,9.0,8.0,8.0,7.0,7.0,1.0"
"1,24.0,36782.0,1.0,1,8.0,7.0,9.0,6.0,9.0,7.0,8.0,6.0,2.0"
"1,24.0,36782.0,1.0,1,10.0,10.0,10.0,10.0,7.0,8.0,10.0,1.0,1.0"
"1,24.0,36782.0,1.0,1,8.0,8.0,9.0,8.0,8.0,9.0,9.0,7.0,2.0"
"1,24.0,36782.0,1.0,0,5.0,9.0,9.0,7.0,9.0,5.0,5.0,7.0,2.0"
"1,24.0,36782.0,1.0,1,9.0,7.0,9.0,7.0,9.0,6.0,9.0,2.0,1.0"
"1,24.0,36782.0,1.0,1,8.0,7.0,9.0,6.0,9.0,5.0,8.0,4.0,2.0"
"1,24.0,36782.0,1.0,1,7.0,9.0,8.0,9.0,7.0,7.0,7.0,8.0,2.0"
"1,30.0,38548.0,3.0,0,3.0,6.0,7.0,5.0,8.0,7.0,2.0,1.0,2.0"
"1,30.0,38548.0,3.0,0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0"
"1,30.0,38548.0,3.0,0,6.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0"
"1,30.0,38548.0,3.0,1,7.0,6.0,3.0,5.0,6.0,5.0,6.0,4.0,2.0"
"1,30.0,38548.0,3.0,0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0"
"1,30.0,38548.0,3.0,0,5.0,6.0,8.0,4.0,5.0,4.0,3.0,3.0,2.0"
"1,30.0,38548.0,3.0,0,7.0,6.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0"
"1,30.0,38548.0,3.0,0,6.0,4.0,7.0,5.0,6.0,4.0,4.0,4.0,2.0"
"1,30.0,38548.0,3.0,1,8.0,6.0,7.0,8.0,6.0,5.0,8.0,4.0,2.0"
"1,30.0,38548.0,3.0,0,7.0,7.0,4.0,3.0,4.0,4.0,3.0,6.0,2.0"
"1,27.0,52010.0,1.0,0,6.0,7.0,5.0,6.0,8.0,6.0,7.0,5.0,2.0"
"1,27.0,52010.0,1.0,1,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,2.0"
"1,27.0,52010.0,1.0,0,4.0,5.0,6.0,4.0,6.0,4.0,5.0,1.0,2.0"
"1,27.0,52010.0,1.0,0,6.0,7.0,8.0,6.0,6.0,5.0,7.0,7.0,2.0"
"1,27.0,52010.0,1.0,0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0"
"1,27.0,52010.0,1.0,0,6.0,7.0,8.0,7.0,8.0,5.0,7.0,6.0,2.0"
"1,27.0,52010.0,1.0,1,8.0,7.0,6.0,7.0,7.0,5.0,7.0,5.0,2.0"
"1,27.0,52010.0,1.0,1,9.0,8.0,8.0,8.0,7.0,5.0,7.0,5.0,2.0"
"1,27.0,52010.0,1.0,0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,5.0,2.0"
"1,27.0,52010.0,1.0,0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,2.0"
"0,27.0,28418.0,1.0,0,5.0,7.0,7.0,6.0,7.0,5.0,6.0,4.0,2.0"
"0,27.0,28418.0,1.0,0,4.0,7.0,6.0,6.0,7.0,2.0,3.0,3.0,2.0"
"0,27.0,28418.0,1.0,0,5.0,6.0,6.0,5.0,6.0,3.0,3.0,2.0,2.0"
"0,27.0,28418.0,1.0,0,5.0,7.0,7.0,5.0,7.0,3.0,4.0,3.0,2.0"
"0,27.0,28418.0,1.0,1,6.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,2.0"
"0,27.0,28418.0,1.0,1,6.0,7.0,7.0,4.0,6.0,6.0,6.0,6.0,2.0"
"0,27.0,28418.0,1.0,1,8.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0,2.0"
"0,27.0,28418.0,1.0,0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,2.0"
"0,27.0,28418.0,1.0,1,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,2.0"
"0,27.0,28418.0,1.0,0,6.0,7.0,7.0,5.0,7.0,4.0,5.0,3.0,2.0"
"0,27.0,28418.0,1.0,1,5.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0"
"0,27.0,28418.0,1.0,0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,1.0,2.0"
"0,27.0,28418.0,1.0,0,3.0,6.0,7.0,5.0,5.0,4.0,2.0,2.0,2.0"
"0,27.0,28418.0,1.0,1,7.0,7.0,8.0,6.0,7.0,8.0,8.0,5.0,2.0"
"0,27.0,28418.0,1.0,0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0"
"0,27.0,28418.0,1.0,1,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0"
"0,27.0,43185.0,2.0,0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0"
"0,25.0,23152.0,1.0,0,7.0,8.0,9.0,6.0,8.0,5.0,6.0,4.0,2.0"
"0,25.0,23152.0,1.0,0,5.0,8.0,8.0,6.0,8.0,5.0,7.0,3.0,2.0"
"0,25.0,23152.0,1.0,0,6.0,7.0,8.0,7.0,9.0,7.0,7.0,5.0,2.0"
"0,25.0,23152.0,1.0,0,4.0,5.0,10.0,4.0,10.0,4.0,4.0,5.0,2.0"
"0,25.0,23152.0,1.0,0,6.0,7.0,9.0,7.0,9.0,3.0,5.0,4.0,2.0"
"0,25.0,23152.0,1.0,0,6.0,8.0,7.0,5.0,8.0,7.0,7.0,5.0,2.0"
"0,25.0,23152.0,1.0,0,7.0,8.0,8.0,6.0,10.0,6.0,8.0,7.0,2.0"
"0,25.0,23152.0,1.0,0,3.0,8.0,9.0,8.0,10.0,5.0,8.0,4.0,2.0"
"0,25.0,23152.0,1.0,0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,6.0,2.0"
"0,25.0,23152.0,1.0,0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,2.0"
"0,25.0,23152.0,1.0,0,9.0,8.0,9.0,8.0,10.0,7.0,8.0,7.0,2.0"
"0,25.0,23152.0,1.0,0,6.0,5.0,8.0,7.0,10.0,8.0,6.0,7.0,2.0"
"0,25.0,23152.0,1.0,0,5.0,4.0,7.0,5.0,9.0,7.0,5.0,4.0,2.0"
"0,25.0,23152.0,1.0,0,7.0,8.0,9.0,7.0,8.0,5.0,7.0,7.0,2.0"
"0,25.0,23152.0,1.0,0,5.0,8.0,8.0,6.0,9.0,6.0,6.0,7.0,2.0"
"0,25.0,23152.0,1.0,0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,5.0,2.0"
"0,23.0,43664.0,1.0,0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0"
"0,23.0,43664.0,1.0,0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0"
"0,23.0,43664.0,1.0,0,2.0,5.0,5.0,3.0,7.0,3.0,3.0,2.0,2.0"
"0,23.0,43664.0,1.0,0,2.0,6.0,7.0,1.0,7.0,2.0,2.0,3.0,2.0"
"0,23.0,43664.0,1.0,0,3.0,8.0,7.0,6.0,6.0,4.0,5.0,4.0,2.0"
"0,23.0,43664.0,1.0,0,4.0,7.0,6.0,1.0,4.0,3.0,2.0,2.0,2.0"
"0,23.0,43664.0,1.0,0,7.0,4.0,5.0,6.0,5.0,4.0,6.0,5.0,2.0"
"0,23.0,43664.0,1.0,0,3.0,7.0,6.0,4.0,6.0,2.0,2.0,2.0,2.0"
"0,23.0,43664.0,1.0,0,6.0,5.0,5.0,7.0,6.0,3.0,4.0,4.0,2.0"
"0,23.0,43664.0,1.0,0,5.0,8.0,8.0,7.0,7.0,6.0,5.0,5.0,2.0"
"0,23.0,43664.0,1.0,0,7.0,6.0,6.0,7.0,6.0,6.0,8.0,5.0,2.0"
"0,23.0,43664.0,1.0,0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,4.0,2.0"
"0,23.0,43664.0,1.0,0,2.0,7.0,6.0,4.0,4.0,4.0,5.0,4.0,2.0"
"0,23.0,43664.0,1.0,0,6.0,8.0,8.0,6.0,7.0,5.0,6.0,6.0,2.0"
"0,23.0,43664.0,1.0,0,2.0,8.0,7.0,2.0,7.0,2.0,3.0,3.0,2.0"
"0,23.0,43664.0,1.0,0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,2.0"
"0,22.0,48441.0,1.0,0,1.0,4.0,6.0,2.0,6.0,1.0,2.0,2.0,2.0"
"0,22.0,48441.0,1.0,0,1.0,6.0,7.0,6.0,4.0,3.0,2.0,3.0,1.0"
"0,22.0,48441.0,1.0,0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0"
"0,22.0,48441.0,1.0,0,3.0,6.0,6.0,4.0,5.0,1.0,1.0,2.0,2.0"
"0,22.0,48441.0,1.0,1,8.0,7.0,6.0,6.0,4.0,4.0,6.0,5.0,2.0"
"0,22.0,48441.0,1.0,0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0"
"0,22.0,48441.0,1.0,0,4.0,6.0,4.0,5.0,6.0,7.0,3.0,1.0,2.0"
"0,22.0,48441.0,1.0,1,6.0,5.0,6.0,7.0,8.0,4.0,4.0,4.0,2.0"
"0,22.0,48441.0,1.0,0,1.0,2.0,6.0,1.0,6.0,2.0,2.0,3.0,2.0"
"0,22.0,48441.0,1.0,0,1.0,3.0,7.0,1.0,4.0,2.0,1.0,3.0,2.0"
"0,22.0,48441.0,1.0,0,6.0,4.0,8.0,3.0,8.0,2.0,3.0,3.0,2.0"
"0,22.0,48441.0,1.0,0,2.0,4.0,7.0,3.0,6.0,2.0,1.0,2.0,2.0"
"0,22.0,48441.0,1.0,0,5.0,6.0,6.0,4.0,3.0,4.0,4.0,1.0,2.0"
"0,22.0,61152.0,1.0,1,8.0,6.0,7.0,3.0,7.0,2.0,6.0,4.0,2.0"
"0,22.0,61152.0,1.0,1,6.0,8.0,7.0,4.0,7.0,2.0,6.0,4.0,2.0"
"0,22.0,61152.0,1.0,1,8.0,7.0,8.0,8.0,8.0,6.0,8.0,5.0,2.0"
"0,22.0,61152.0,1.0,0,7.0,5.0,6.0,8.0,6.0,4.0,5.0,6.0,2.0"
"0,22.0,61152.0,1.0,1,6.0,7.0,7.0,4.0,6.0,6.0,6.0,5.0,2.0"
"0,22.0,61152.0,1.0,1,6.0,8.0,8.0,5.0,7.0,5.0,8.0,7.0,2.0"
"0,22.0,61152.0,1.0,1,6.0,8.0,7.0,6.0,5.0,3.0,6.0,6.0,2.0"
"0,24.0,36485.0,1.0,0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,2.0"
"0,24.0,36485.0,1.0,0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0"
"0,24.0,36485.0,1.0,0,4.0,6.0,7.0,5.0,8.0,5.0,5.0,4.0,2.0"
"0,24.0,36485.0,1.0,0,4.0,5.0,7.0,3.0,6.0,4.0,5.0,4.0,2.0"
"0,24.0,36485.0,1.0,0,9.0,6.0,7.0,7.0,6.0,5.0,7.0,4.0,2.0"
"0,24.0,36485.0,1.0,0,2.0,3.0,4.0,2.0,6.0,2.0,4.0,3.0,2.0"
"0,24.0,36485.0,1.0,1,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0"
"0,24.0,36485.0,1.0,1,7.0,8.0,8.0,6.0,7.0,5.0,7.0,8.0,2.0"
"0,24.0,36485.0,1.0,1,9.0,7.0,8.0,9.0,8.0,8.0,9.0,9.0,1.0"
"0,24.0,36485.0,1.0,0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0"
"0,24.0,36485.0,1.0,0,3.0,8.0,8.0,5.0,5.0,5.0,6.0,4.0,1.0"
"0,24.0,36485.0,1.0,0,7.0,7.0,7.0,6.0,6.0,6.0,6.5,6.0,2.0"
"0,24.0,36485.0,1.0,0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,2.0"
"0,24.0,36485.0,1.0,1,9.0,8.0,7.0,10.0,9.0,8.0,8.5,9.0,1.0"
"0,30.0,41507.0,6.0,1,6.0,8.0,7.0,10.0,7.0,4.0,8.0,5.0,2.0"
"0,30.0,41507.0,6.0,0,2.0,6.0,7.0,4.0,6.0,2.0,5.0,2.0,2.0"
"0,30.0,41507.0,6.0,0,6.0,8.0,6.0,6.0,6.0,5.0,5.0,3.0,2.0"
"0,30.0,41507.0,6.0,1,5.0,7.0,7.0,5.0,7.0,5.0,6.0,3.0,2.0"
"0,30.0,41507.0,6.0,0,5.0,6.0,6.0,2.0,5.0,7.0,4.0,2.0,2.0"
"0,30.0,41507.0,6.0,0,6.0,6.0,7.0,3.0,7.0,3.0,5.0,2.0,2.0"
"0,30.0,41507.0,6.0,0,8.0,7.0,9.0,5.0,6.0,4.0,6.0,2.0,2.0"
"0,30.0,41507.0,6.0,0,4.0,5.0,6.0,7.0,7.0,4.0,6.0,2.0,2.0"
"0,30.0,41507.0,6.0,1,8.0,7.0,6.0,6.0,7.0,8.0,7.0,3.0,2.0"
"0,30.0,41507.0,6.0,0,6.0,7.0,8.0,5.0,7.0,5.0,7.0,2.0,2.0"
"0,30.0,41507.0,6.0,1,7.0,9.0,7.0,7.0,10.0,5.0,7.0,3.0,2.0"
"0,30.0,41507.0,6.0,0,7.0,5.0,9.0,1.0,9.0,2.0,3.0,1.0,2.0"
"0,30.0,41507.0,6.0,1,9.0,9.0,8.0,9.0,7.0,9.0,8.0,4.0,2.0"
"0,30.0,41507.0,6.0,0,8.0,7.0,5.0,6.0,7.0,4.0,6.0,3.0,2.0"
"0,30.0,41507.0,6.0,0,5.0,6.0,5.0,5.0,6.0,8.0,5.0,2.0,2.0"
"0,30.0,41507.0,6.0,0,7.0,7.0,6.0,6.0,6.0,4.0,5.0,2.0,2.0"
"0,25.0,17134.0,1.0,1,6.0,8.0,9.0,7.0,7.0,8.0,7.0,7.0,2.0"
"0,25.0,17134.0,1.0,0,5.0,9.0,8.0,6.0,7.0,6.0,6.0,7.0,2.0"
"0,25.0,17134.0,1.0,0,6.0,8.0,9.0,8.0,7.0,9.0,8.0,6.0,2.0"
"0,25.0,17134.0,1.0,0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,2.0"
"0,25.0,17134.0,1.0,0,5.0,8.0,7.0,7.0,7.0,5.0,6.0,6.0,2.0"
"0,25.0,17134.0,1.0,1,7.0,8.0,9.0,7.0,8.0,9.0,8.0,8.0,2.0"
"0,25.0,17134.0,1.0,1,8.0,8.0,9.0,9.0,8.0,10.0,8.0,8.0,2.0"
"0,25.0,17134.0,1.0,0,5.0,6.0,8.0,8.0,7.0,8.0,6.0,8.0,2.0"
"0,25.0,17134.0,1.0,1,8.0,8.0,7.0,8.0,7.0,6.0,7.0,7.0,2.0"
"0,25.0,17134.0,1.0,1,7.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,2.0"
"0,25.0,17134.0,1.0,1,6.0,8.0,8.0,10.0,8.0,9.0,8.0,10.0,2.0"
"0,25.0,17134.0,1.0,1,8.0,8.0,6.0,6.0,7.0,6.0,7.0,5.0,2.0"
"0,25.0,17134.0,1.0,0,6.0,7.0,10.0,7.0,7.0,9.0,7.0,8.0,2.0"
"0,25.0,17134.0,1.0,1,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,2.0"
"0,25.0,17134.0,1.0,0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,8.0,2.0"
"0,25.0,17134.0,1.0,0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,2.0"
"0,27.0,30038.0,2.0,0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,6.0,2.0"
"0,27.0,30038.0,2.0,0,2.0,5.0,6.0,3.0,4.0,3.0,3.0,5.0,2.0"
"0,27.0,30038.0,2.0,1,4.0,4.0,6.0,7.0,5.0,4.0,4.0,5.0,2.0"
"0,27.0,30038.0,2.0,0,4.0,7.0,8.0,2.0,6.0,2.0,3.0,2.0,2.0"
"0,27.0,30038.0,2.0,1,7.0,6.0,8.0,6.0,9.0,6.0,7.0,7.0,2.0"
"0,27.0,30038.0,2.0,0,6.0,4.0,7.0,4.0,5.0,2.0,4.0,3.0,2.0"
"0,27.0,30038.0,2.0,1,8.0,5.0,9.0,7.0,6.0,5.0,6.0,6.0,2.0"
"0,27.0,30038.0,2.0,0,3.0,5.0,7.0,6.0,6.0,6.0,5.0,5.0,2.0"
"0,27.0,30038.0,2.0,1,8.0,5.0,6.0,9.0,4.0,6.0,7.0,6.0,2.0"
"0,27.0,30038.0,2.0,0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0"
"0,27.0,30038.0,2.0,1,6.0,3.0,6.0,8.0,4.0,4.0,5.0,4.0,2.0"
"0,27.0,30038.0,2.0,1,7.0,4.0,7.0,7.0,6.0,8.0,6.0,2.0,1.0"
"0,27.0,30038.0,2.0,1,2.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,2.0"
"0,27.0,30038.0,2.0,1,7.0,7.0,7.0,4.0,7.0,4.0,6.0,4.0,2.0"
"0,27.0,30038.0,2.0,0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0"
"0,27.0,30038.0,2.0,1,5.0,7.0,6.0,7.0,4.0,5.0,4.0,4.0,2.0"
"0,23.0,33772.0,1.0,0,2.0,8.0,10.0,3.0,10.0,3.0,5.0,1.0,2.0"
"0,23.0,33772.0,1.0,0,1.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,2.0"
"0,23.0,33772.0,1.0,0,8.0,8.0,10.0,7.0,7.0,7.0,8.0,1.0,2.0"
"0,23.0,33772.0,1.0,0,3.0,7.0,10.0,4.0,8.0,2.0,5.0,1.0,2.0"
"0,23.0,33772.0,1.0,0,5.0,10.0,7.0,4.0,5.0,7.0,5.0,1.0,2.0"
"0,23.0,33772.0,1.0,0,6.0,6.0,8.0,3.0,8.0,3.0,4.0,1.0,2.0"
"0,23.0,33772.0,1.0,0,10.0,6.0,6.0,9.0,5.0,3.0,6.0,2.0,2.0"
"0,23.0,33772.0,1.0,0,7.0,9.0,7.0,7.0,4.0,3.0,8.0,2.0,2.0"
"0,23.0,33772.0,1.0,1,8.0,6.0,5.0,8.0,5.0,3.0,8.0,4.0,2.0"
"0,23.0,33772.0,1.0,1,9.0,9.0,9.0,8.0,5.0,3.0,7.0,2.0,2.0"
"0,23.0,33772.0,1.0,1,8.0,8.0,8.0,9.0,9.0,7.0,7.0,6.0,1.0"
"0,23.0,33772.0,1.0,0,8.0,7.0,9.0,8.0,8.0,3.0,7.0,1.0,1.0"
"0,23.0,33772.0,1.0,0,2.0,9.0,9.0,3.0,8.0,3.0,6.0,2.0,2.0"
"0,23.0,33772.0,1.0,0,3.0,9.0,9.0,3.0,9.0,5.0,2.0,1.0,2.0"
"0,23.0,33772.0,1.0,0,3.0,9.0,9.0,5.0,9.0,5.0,5.0,1.0,2.0"
